,YEAR,MO,DY,HR,WS50M,ALLSKY_SFC_SW_DWN,T2M,Season,Load,Price
6236,2023,2,16,20,2.53,0.0,-0.96,Winter,1012,0.2
6237,2023,2,16,21,2.13,0.0,-0.81,Winter,992,0.15
6238,2023,2,16,22,2.2,0.0,-0.88,Winter,961,0.15
6239,2023,2,16,23,1.93,0.0,-0.69,Winter,923,0.05
6240,2023,2,17,0,1.6,0.0,-0.33,Winter,750,0.05
6241,2023,2,17,1,1.32,0.0,-0.02,Winter,753,0.05
6242,2023,2,17,2,1.09,0.0,0.09,Winter,773,0.05
6243,2023,2,17,3,0.9,0.0,0.0,Winter,753,0.05
6244,2023,2,17,4,0.54,0.0,0.06,Winter,760,0.05
6245,2023,2,17,5,0.32,0.0,-0.09,Winter,784,0.05
6246,2023,2,17,6,1.39,12.02,-0.36,Winter,801,0.05
6247,2023,2,17,7,1.78,116.08,0.71,Winter,944,0.15
6248,2023,2,17,8,1.19,282.77,2.35,Winter,1039,0.15
6249,2023,2,17,9,1.38,437.19,3.83,Winter,1094,0.15
6250,2023,2,17,10,1.63,548.52,4.92,Winter,1094,0.2
6251,2023,2,17,11,1.78,557.12,5.87,Winter,1125,0.2
6252,2023,2,17,12,2.23,584.22,6.55,Winter,1094,0.2
6253,2023,2,17,13,2.05,397.07,6.71,Winter,1080,0.2
6254,2023,2,17,14,2.11,322.09,6.51,Winter,1073,0.2
6255,2023,2,17,15,2.41,174.98,5.19,Winter,1084,0.15
6256,2023,2,17,16,2.7,47.52,3.73,Winter,1063,0.15
6257,2023,2,17,17,2.86,0.0,2.88,Winter,1063,0.15
6258,2023,2,17,18,2.88,0.0,2.52,Winter,1084,0.2
6259,2023,2,17,19,3.03,0.0,1.82,Winter,1084,0.2
6260,2023,2,17,20,3.51,0.0,1.08,Winter,1012,0.2
6261,2023,2,17,21,4.13,0.0,0.4,Winter,992,0.15
6262,2023,2,17,22,4.08,0.0,0.23,Winter,961,0.15
6263,2023,2,17,23,3.95,0.0,0.19,Winter,923,0.05
6264,2023,2,18,0,4.12,0.0,0.36,Winter,750,0.05
6265,2023,2,18,1,4.07,0.0,0.77,Winter,753,0.05
6266,2023,2,18,2,4.41,0.0,0.87,Winter,773,0.05
6267,2023,2,18,3,4.34,0.0,1.21,Winter,753,0.05
6268,2023,2,18,4,4.43,0.0,1.37,Winter,760,0.05
6269,2023,2,18,5,4.22,0.0,1.05,Winter,784,0.05
6270,2023,2,18,6,3.35,11.48,1.48,Winter,801,0.05
6271,2023,2,18,7,3.0,20.55,3.26,Winter,944,0.15
6272,2023,2,18,8,2.22,84.2,4.61,Winter,1039,0.15
6273,2023,2,18,9,0.9,117.33,6.49,Winter,1094,0.15
6274,2023,2,18,10,0.56,135.7,8.65,Winter,1094,0.2
6275,2023,2,18,11,1.43,178.98,9.38,Winter,1125,0.2
6276,2023,2,18,12,2.06,177.48,9.51,Winter,1094,0.2
6277,2023,2,18,13,1.92,132.01,9.38,Winter,1080,0.2
6278,2023,2,18,14,0.95,121.75,9.26,Winter,1073,0.2
6279,2023,2,18,15,0.72,58.02,8.76,Winter,1084,0.15
6280,2023,2,18,16,1.23,25.98,7.31,Winter,1063,0.15
6281,2023,2,18,17,1.69,0.0,5.9,Winter,1063,0.15
6282,2023,2,18,18,2.02,0.0,5.02,Winter,1084,0.2
6283,2023,2,18,19,2.2,0.0,4.35,Winter,1084,0.2
6284,2023,2,18,20,2.37,0.0,3.71,Winter,1012,0.2
6285,2023,2,18,21,2.78,0.0,2.94,Winter,992,0.15
6286,2023,2,18,22,3.41,0.0,2.13,Winter,961,0.15
6287,2023,2,18,23,3.54,0.0,1.43,Winter,923,0.05
6288,2023,2,19,0,3.04,0.0,0.98,Winter,750,0.05
6289,2023,2,19,1,2.74,0.0,0.69,Winter,753,0.05
6290,2023,2,19,2,3.31,0.0,0.24,Winter,773,0.05
6291,2023,2,19,3,4.2,0.0,0.04,Winter,753,0.05
6292,2023,2,19,4,5.31,0.0,0.33,Winter,760,0.05
6293,2023,2,19,5,6.94,0.0,0.73,Winter,784,0.05
6294,2023,2,19,6,9.01,10.81,1.5,Winter,801,0.05
6295,2023,2,19,7,10.9,130.45,1.6,Winter,944,0.15
6296,2023,2,19,8,11.72,325.49,1.5,Winter,1039,0.15
6297,2023,2,19,9,11.72,453.52,2.55,Winter,1094,0.15
6298,2023,2,19,10,11.72,635.84,3.73,Winter,1094,0.2
6299,2023,2,19,11,11.71,719.98,4.37,Winter,1125,0.2
6300,2023,2,19,12,11.81,709.59,4.62,Winter,1094,0.2
6301,2023,2,19,13,11.88,632.34,4.53,Winter,1080,0.2
6302,2023,2,19,14,11.57,498.43,4.05,Winter,1073,0.2
6303,2023,2,19,15,10.82,311.82,3.18,Winter,1084,0.15
6304,2023,2,19,16,9.76,101.81,1.48,Winter,1063,0.15
6305,2023,2,19,17,9.22,0.0,-0.73,Winter,1063,0.15
6306,2023,2,19,18,8.18,0.0,-1.52,Winter,1084,0.2
6307,2023,2,19,19,7.07,0.0,-2.02,Winter,1084,0.2
6308,2023,2,19,20,6.31,0.0,-2.1,Winter,1012,0.2
6309,2023,2,19,21,6.38,0.0,-1.98,Winter,992,0.15
6310,2023,2,19,22,7.14,0.0,-1.72,Winter,961,0.15
6311,2023,2,19,23,7.45,0.0,-1.57,Winter,923,0.05
6312,2023,2,20,0,7.62,0.0,-1.65,Winter,750,0.05
6313,2023,2,20,1,7.84,0.0,-2.06,Winter,753,0.05
6314,2023,2,20,2,8.1,0.0,-2.37,Winter,773,0.05
6315,2023,2,20,3,7.9,0.0,-2.59,Winter,753,0.05
6316,2023,2,20,4,7.7,0.0,-2.72,Winter,760,0.05
6317,2023,2,20,5,7.63,0.0,-2.81,Winter,784,0.05
6318,2023,2,20,6,7.82,23.19,-2.16,Winter,801,0.05
6319,2023,2,20,7,8.69,184.54,-0.56,Winter,944,0.15
6320,2023,2,20,8,9.61,378.73,0.27,Winter,1039,0.15
6321,2023,2,20,9,10.4,538.65,0.8,Winter,1094,0.15
6322,2023,2,20,10,11.19,684.6,1.11,Winter,1094,0.2
6323,2023,2,20,11,11.77,723.47,1.23,Winter,1125,0.2
6324,2023,2,20,12,12.07,719.93,1.22,Winter,1094,0.2
6325,2023,2,20,13,12.26,643.15,0.98,Winter,1080,0.2
6326,2023,2,20,14,12.15,512.78,0.4,Winter,1073,0.2
6327,2023,2,20,15,11.75,325.84,-0.49,Winter,1084,0.15
6328,2023,2,20,16,10.96,111.27,-1.78,Winter,1063,0.15
6329,2023,2,20,17,10.28,0.0,-2.99,Winter,1063,0.15
6330,2023,2,20,18,10.01,0.0,-3.24,Winter,1084,0.2
6331,2023,2,20,19,9.76,0.0,-3.39,Winter,1084,0.2
6332,2023,2,20,20,9.52,0.0,-3.49,Winter,1012,0.2
6333,2023,2,20,21,9.22,0.0,-3.6,Winter,992,0.15
6334,2023,2,20,22,8.79,0.0,-3.84,Winter,961,0.15
6335,2023,2,20,23,8.44,0.0,-4.13,Winter,923,0.05
6336,2023,2,21,0,8.14,0.0,-4.44,Winter,750,0.05
6337,2023,2,21,1,7.84,0.0,-4.72,Winter,753,0.05
6338,2023,2,21,2,7.49,0.0,-4.98,Winter,773,0.05
6339,2023,2,21,3,7.06,0.0,-5.19,Winter,753,0.05
6340,2023,2,21,4,6.53,0.0,-5.35,Winter,760,0.05
6341,2023,2,21,5,5.95,0.0,-5.42,Winter,784,0.05
6342,2023,2,21,6,5.48,23.95,-5.24,Winter,801,0.05
6343,2023,2,21,7,4.88,180.98,-4.19,Winter,944,0.15
6344,2023,2,21,8,4.13,380.84,-2.71,Winter,1039,0.15
6345,2023,2,21,9,3.52,549.51,-1.33,Winter,1094,0.15
6346,2023,2,21,10,2.94,682.59,-0.17,Winter,1094,0.2
6347,2023,2,21,11,2.48,711.65,0.77,Winter,1125,0.2
6348,2023,2,21,12,2.59,699.28,1.48,Winter,1094,0.2
6349,2023,2,21,13,2.83,609.27,1.88,Winter,1080,0.2
6350,2023,2,21,14,2.97,448.7,1.94,Winter,1073,0.2
6351,2023,2,21,15,3.25,288.53,1.56,Winter,1084,0.15
6352,2023,2,21,16,3.93,84.17,-0.41,Winter,1063,0.15
6353,2023,2,21,17,4.19,0.0,-2.09,Winter,1063,0.15
6354,2023,2,21,18,3.99,0.0,-2.18,Winter,1084,0.2
6355,2023,2,21,19,3.72,0.0,-2.24,Winter,1084,0.2
6356,2023,2,21,20,3.3,0.0,-2.27,Winter,1012,0.2
6357,2023,2,21,21,2.83,0.0,-2.31,Winter,992,0.15
6358,2023,2,21,22,2.29,0.0,-2.3,Winter,961,0.15
6359,2023,2,21,23,1.98,0.0,-2.41,Winter,923,0.05
6360,2023,2,22,0,1.8,0.0,-2.62,Winter,750,0.05
6361,2023,2,22,1,1.4,0.0,-2.74,Winter,753,0.05
6362,2023,2,22,2,0.78,0.0,-2.71,Winter,773,0.05
6363,2023,2,22,3,0.31,0.0,-2.8,Winter,753,0.05
6364,2023,2,22,4,0.86,0.0,-3.01,Winter,760,0.05
6365,2023,2,22,5,0.78,0.0,-2.98,Winter,784,0.05
6366,2023,2,22,6,0.68,21.59,-2.7,Winter,801,0.05
6367,2023,2,22,7,0.82,182.62,-1.54,Winter,944,0.15
6368,2023,2,22,8,1.72,384.78,0.11,Winter,1039,0.15
6369,2023,2,22,9,2.19,512.67,1.64,Winter,1094,0.15
6370,2023,2,22,10,2.41,678.93,2.81,Winter,1094,0.2
6371,2023,2,22,11,3.38,736.84,3.78,Winter,1125,0.2
6372,2023,2,22,12,4.18,663.34,4.33,Winter,1094,0.2
6373,2023,2,22,13,4.57,603.85,4.36,Winter,1080,0.2
6374,2023,2,22,14,4.91,440.33,3.73,Winter,1073,0.2
6375,2023,2,22,15,4.92,260.75,2.55,Winter,1084,0.15
6376,2023,2,22,16,5.12,88.77,0.54,Winter,1063,0.15
6377,2023,2,22,17,5.04,0.0,-0.84,Winter,1063,0.15
6378,2023,2,22,18,4.8,0.0,-0.99,Winter,1084,0.2
6379,2023,2,22,19,4.64,0.0,-1.04,Winter,1084,0.2
6380,2023,2,22,20,4.52,0.0,-1.05,Winter,1012,0.2
6381,2023,2,22,21,4.24,0.0,-1.1,Winter,992,0.15
6382,2023,2,22,22,4.01,0.0,-1.09,Winter,961,0.15
6383,2023,2,22,23,3.89,0.0,-0.86,Winter,923,0.05
6384,2023,2,23,0,3.84,0.0,-0.88,Winter,750,0.05
6385,2023,2,23,1,3.86,0.0,-0.92,Winter,753,0.05
6386,2023,2,23,2,3.92,0.0,-0.99,Winter,773,0.05
6387,2023,2,23,3,4.03,0.0,-1.03,Winter,753,0.05
6388,2023,2,23,4,4.03,0.0,-0.99,Winter,760,0.05
6389,2023,2,23,5,3.27,0.0,-0.87,Winter,784,0.05
6390,2023,2,23,6,2.27,21.59,-0.32,Winter,801,0.05
6391,2023,2,23,7,2.05,148.59,1.19,Winter,944,0.15
6392,2023,2,23,8,2.74,335.15,2.61,Winter,1039,0.15
6393,2023,2,23,9,3.18,495.65,3.84,Winter,1094,0.15
6394,2023,2,23,10,3.65,594.52,4.73,Winter,1094,0.2
6395,2023,2,23,11,4.22,589.46,5.5,Winter,1125,0.2
6396,2023,2,23,12,4.55,621.65,5.96,Winter,1094,0.2
6397,2023,2,23,13,4.46,533.23,6.08,Winter,1080,0.2
6398,2023,2,23,14,4.23,415.07,5.71,Winter,1073,0.2
6399,2023,2,23,15,3.92,245.22,4.76,Winter,1084,0.15
6400,2023,2,23,16,3.98,84.1,2.47,Winter,1063,0.15
6401,2023,2,23,17,4.4,0.0,0.83,Winter,1063,0.15
6402,2023,2,23,18,4.77,0.0,0.27,Winter,1084,0.2
6403,2023,2,23,19,4.69,0.0,0.15,Winter,1084,0.2
6404,2023,2,23,20,4.31,0.0,0.14,Winter,1012,0.2
6405,2023,2,23,21,3.91,0.0,0.37,Winter,992,0.15
6406,2023,2,23,22,3.61,0.0,0.54,Winter,961,0.15
6407,2023,2,23,23,3.38,0.0,0.79,Winter,923,0.05
6408,2023,2,24,0,3.2,0.0,0.95,Winter,750,0.05
6409,2023,2,24,1,3.02,0.0,0.92,Winter,753,0.05
6410,2023,2,24,2,3.23,0.0,0.79,Winter,773,0.05
6411,2023,2,24,3,3.64,0.0,0.4,Winter,753,0.05
6412,2023,2,24,4,4.1,0.0,-0.1,Winter,760,0.05
6413,2023,2,24,5,4.55,0.0,-0.38,Winter,784,0.05
6414,2023,2,24,6,4.8,20.11,-0.31,Winter,801,0.05
6415,2023,2,24,7,4.64,137.23,0.69,Winter,944,0.15
6416,2023,2,24,8,5.13,318.84,2.38,Winter,1039,0.15
6417,2023,2,24,9,7.19,511.93,4.8,Winter,1094,0.15
6418,2023,2,24,10,8.32,627.09,5.73,Winter,1094,0.2
6419,2023,2,24,11,9.07,686.42,6.04,Winter,1125,0.2
6420,2023,2,24,12,9.57,687.51,6.08,Winter,1094,0.2
6421,2023,2,24,13,9.75,622.39,5.8,Winter,1080,0.2
6422,2023,2,24,14,9.5,491.21,5.15,Winter,1073,0.2
6423,2023,2,24,15,8.94,313.47,4.19,Winter,1084,0.15
6424,2023,2,24,16,8.51,123.02,1.9,Winter,1063,0.15
6425,2023,2,24,17,8.96,0.0,-0.55,Winter,1063,0.15
6426,2023,2,24,18,9.57,0.0,-0.96,Winter,1084,0.2
6427,2023,2,24,19,9.47,0.0,-1.52,Winter,1084,0.2
6428,2023,2,24,20,8.59,0.0,-2.2,Winter,1012,0.2
6429,2023,2,24,21,8.21,0.0,-2.45,Winter,992,0.15
6430,2023,2,24,22,7.45,0.0,-2.65,Winter,961,0.15
6431,2023,2,24,23,7.07,0.0,-2.82,Winter,923,0.05
6432,2023,2,25,0,6.93,0.0,-2.99,Winter,750,0.05
6433,2023,2,25,1,6.95,0.0,-3.1,Winter,753,0.05
6434,2023,2,25,2,7.03,0.0,-3.19,Winter,773,0.05
6435,2023,2,25,3,7.19,0.0,-3.26,Winter,753,0.05
6436,2023,2,25,4,7.26,0.0,-3.42,Winter,760,0.05
6437,2023,2,25,5,7.09,0.0,-3.58,Winter,784,0.05
6438,2023,2,25,6,6.73,29.86,-3.24,Winter,801,0.05
6439,2023,2,25,7,6.6,200.14,-1.85,Winter,944,0.15
6440,2023,2,25,8,6.63,406.4,-0.18,Winter,1039,0.15
6441,2023,2,25,9,6.45,585.29,1.22,Winter,1094,0.15
6442,2023,2,25,10,6.5,704.53,2.28,Winter,1094,0.2
6443,2023,2,25,11,6.9,743.0,3.05,Winter,1125,0.2
6444,2023,2,25,12,7.38,736.7,3.58,Winter,1094,0.2
6445,2023,2,25,13,7.76,659.06,3.8,Winter,1080,0.2
6446,2023,2,25,14,8.15,520.27,3.64,Winter,1073,0.2
6447,2023,2,25,15,8.45,333.19,3.01,Winter,1084,0.15
6448,2023,2,25,16,8.52,135.78,1.08,Winter,1063,0.15
6449,2023,2,25,17,8.87,0.0,-1.38,Winter,1063,0.15
6450,2023,2,25,18,8.95,0.0,-1.79,Winter,1084,0.2
6451,2023,2,25,19,8.41,0.0,-2.21,Winter,1084,0.2
6452,2023,2,25,20,7.6,0.0,-2.6,Winter,1012,0.2
6453,2023,2,25,21,6.74,0.0,-2.85,Winter,992,0.15
6454,2023,2,25,22,5.81,0.0,-3.06,Winter,961,0.15
6455,2023,2,25,23,5.22,0.0,-3.23,Winter,923,0.05
6456,2023,2,26,0,4.75,0.0,-3.35,Winter,750,0.05
6457,2023,2,26,1,4.22,0.0,-3.45,Winter,753,0.05
6458,2023,2,26,2,3.6,0.0,-3.52,Winter,773,0.05
6459,2023,2,26,3,3.03,0.0,-3.5,Winter,753,0.05
6460,2023,2,26,4,2.61,0.0,-3.45,Winter,760,0.05
6461,2023,2,26,5,2.07,0.0,-3.47,Winter,784,0.05
6462,2023,2,26,6,1.38,36.82,-3.1,Winter,801,0.05
6463,2023,2,26,7,1.27,225.22,-1.59,Winter,944,0.15
6464,2023,2,26,8,2.61,430.27,1.1,Winter,1039,0.15
6465,2023,2,26,9,3.23,470.88,3.04,Winter,1094,0.15
6466,2023,2,26,10,3.4,709.46,4.01,Winter,1094,0.2
6467,2023,2,26,11,3.52,740.4,4.83,Winter,1125,0.2
6468,2023,2,26,12,3.8,735.15,5.48,Winter,1094,0.2
6469,2023,2,26,13,4.09,655.36,5.88,Winter,1080,0.2
6470,2023,2,26,14,4.27,521.78,5.98,Winter,1073,0.2
6471,2023,2,26,15,4.33,332.52,5.57,Winter,1084,0.15
6472,2023,2,26,16,4.47,112.67,3.04,Winter,1063,0.15
6473,2023,2,26,17,4.71,7.98,0.76,Winter,1063,0.15
6474,2023,2,26,18,4.63,0.0,0.3,Winter,1084,0.2
6475,2023,2,26,19,4.24,0.0,0.08,Winter,1084,0.2
6476,2023,2,26,20,3.6,0.0,0.03,Winter,1012,0.2
6477,2023,2,26,21,2.89,0.0,0.04,Winter,992,0.15
6478,2023,2,26,22,2.22,0.0,0.06,Winter,961,0.15
6479,2023,2,26,23,1.84,0.0,-0.1,Winter,923,0.05
6480,2023,2,27,0,1.6,0.0,-0.36,Winter,750,0.05
6481,2023,2,27,1,1.33,0.0,-0.52,Winter,753,0.05
6482,2023,2,27,2,1.03,0.0,-0.76,Winter,773,0.05
6483,2023,2,27,3,0.76,0.0,-0.94,Winter,753,0.05
6484,2023,2,27,4,0.58,0.0,-1.1,Winter,760,0.05
6485,2023,2,27,5,0.71,0.0,-1.31,Winter,784,0.05
6486,2023,2,27,6,1.25,36.73,-1.06,Winter,801,0.05
6487,2023,2,27,7,1.46,216.15,0.46,Winter,944,0.15
6488,2023,2,27,8,0.92,416.01,3.02,Winter,1039,0.15
6489,2023,2,27,9,1.26,566.74,4.63,Winter,1094,0.15
6490,2023,2,27,10,1.82,679.52,6.4,Winter,1094,0.2
6491,2023,2,27,11,2.29,727.07,7.48,Winter,1125,0.2
6492,2023,2,27,12,2.78,707.3,8.04,Winter,1094,0.2
6493,2023,2,27,13,3.26,623.67,8.13,Winter,1080,0.2
6494,2023,2,27,14,3.65,503.14,7.8,Winter,1073,0.2
6495,2023,2,27,15,4.06,184.89,6.76,Winter,1084,0.15
6496,2023,2,27,16,4.62,52.66,3.45,Winter,1063,0.15
6497,2023,2,27,17,4.57,8.05,0.83,Winter,1063,0.15
6498,2023,2,27,18,3.98,0.0,0.43,Winter,1084,0.2
6499,2023,2,27,19,3.28,0.0,0.4,Winter,1084,0.2
6500,2023,2,27,20,2.61,0.0,0.51,Winter,1012,0.2
6501,2023,2,27,21,2.13,0.0,0.58,Winter,992,0.15
6502,2023,2,27,22,1.9,0.0,0.48,Winter,961,0.15
6503,2023,2,27,23,1.86,0.0,0.18,Winter,923,0.05
6504,2023,2,28,0,1.87,0.0,-0.18,Winter,750,0.05
6505,2023,2,28,1,2.01,0.0,-0.58,Winter,753,0.05
6506,2023,2,28,2,2.41,0.0,-1.12,Winter,773,0.05
6507,2023,2,28,3,3.06,0.0,-1.69,Winter,753,0.05
6508,2023,2,28,4,3.74,0.0,-2.12,Winter,760,0.05
6509,2023,2,28,5,4.34,0.0,-2.26,Winter,784,0.05
6510,2023,2,28,6,4.6,28.44,-1.02,Winter,801,0.05
6511,2023,2,28,7,4.24,91.15,0.88,Winter,944,0.15
6512,2023,2,28,8,4.75,180.06,3.39,Winter,1039,0.15
6513,2023,2,28,9,5.52,261.77,5.01,Winter,1094,0.15
6514,2023,2,28,10,6.1,408.91,6.09,Winter,1094,0.2
6515,2023,2,28,11,6.56,438.09,6.76,Winter,1125,0.2
6516,2023,2,28,12,6.95,434.11,7.26,Winter,1094,0.2
6517,2023,2,28,13,7.24,456.21,7.52,Winter,1080,0.2
6518,2023,2,28,14,7.29,273.68,7.28,Winter,1073,0.2
6519,2023,2,28,15,6.94,152.01,6.45,Winter,1084,0.15
6520,2023,2,28,16,6.09,54.7,4.38,Winter,1063,0.15
6521,2023,2,28,17,5.48,6.19,2.77,Winter,1063,0.15
6522,2023,2,28,18,4.83,0.0,2.69,Winter,1084,0.2
6523,2023,2,28,19,4.32,0.0,2.66,Winter,1084,0.2
6524,2023,2,28,20,3.99,0.0,2.65,Winter,1012,0.2
6525,2023,2,28,21,4.08,0.0,2.59,Winter,992,0.15
6526,2023,2,28,22,4.2,0.0,2.6,Winter,961,0.15
6527,2023,2,28,23,3.96,0.0,2.61,Winter,923,0.05
6528,2023,3,1,0,3.85,0.0,2.6,Spring,851,0.05
6529,2023,3,1,1,3.7,0.0,2.61,Spring,901,0.05
6530,2023,3,1,2,3.21,0.0,2.68,Spring,895,0.05
6531,2023,3,1,3,2.65,0.0,2.82,Spring,868,0.05
6532,2023,3,1,4,2.4,0.0,2.79,Spring,884,0.05
6533,2023,3,1,5,2.32,0.0,2.7,Spring,884,0.05
6534,2023,3,1,6,2.28,22.88,2.87,Spring,952,0.05
6535,2023,3,1,7,2.31,100.41,4.06,Spring,1065,0.15
6536,2023,3,1,8,3.02,248.33,5.23,Spring,1256,0.15
6537,2023,3,1,9,4.03,298.86,5.95,Spring,1348,0.15
6538,2023,3,1,10,5.13,476.56,6.47,Spring,1367,0.2
6539,2023,3,1,11,6.69,430.29,6.98,Spring,1488,0.2
6540,2023,3,1,12,8.2,498.23,7.27,Spring,1360,0.2
6541,2023,3,1,13,9.68,476.6,7.56,Spring,1367,0.2
6542,2023,3,1,14,11.05,479.43,7.63,Spring,1363,0.2
6543,2023,3,1,15,11.86,318.96,6.8,Spring,1358,0.15
6544,2023,3,1,16,11.66,67.69,4.93,Spring,1363,0.15
6545,2023,3,1,17,11.01,7.35,2.36,Spring,1262,0.15
6546,2023,3,1,18,10.43,0.0,1.12,Spring,1360,0.2
6547,2023,3,1,19,10.28,0.0,0.33,Spring,1365,0.2
6548,2023,3,1,20,9.83,0.0,-0.47,Spring,1270,0.2
6549,2023,3,1,21,9.42,0.0,-1.11,Spring,1168,0.15
6550,2023,3,1,22,9.46,0.0,-1.38,Spring,1134,0.15
6551,2023,3,1,23,10.08,0.0,-1.38,Spring,1048,0.05
6552,2023,3,2,0,9.81,0.0,-1.67,Spring,851,0.05
6553,2023,3,2,1,9.23,0.0,-2.25,Spring,901,0.05
6554,2023,3,2,2,8.94,0.0,-2.74,Spring,895,0.05
6555,2023,3,2,3,8.4,0.0,-3.21,Spring,868,0.05
6556,2023,3,2,4,7.9,0.0,-3.5,Spring,884,0.05
6557,2023,3,2,5,7.91,0.0,-3.47,Spring,884,0.05
6558,2023,3,2,6,7.75,44.03,-2.27,Spring,952,0.05
6559,2023,3,2,7,8.45,224.88,-0.34,Spring,1065,0.15
6560,2023,3,2,8,8.11,425.75,1.09,Spring,1256,0.15
6561,2023,3,2,9,7.44,595.96,2.17,Spring,1348,0.15
6562,2023,3,2,10,7.12,726.98,3.05,Spring,1367,0.2
6563,2023,3,2,11,6.95,775.54,3.77,Spring,1488,0.2
6564,2023,3,2,12,6.9,771.85,4.26,Spring,1360,0.2
6565,2023,3,2,13,7.0,684.87,4.49,Spring,1367,0.2
6566,2023,3,2,14,7.26,536.42,4.46,Spring,1363,0.2
6567,2023,3,2,15,7.38,345.3,3.97,Spring,1358,0.15
6568,2023,3,2,16,7.17,138.38,2.13,Spring,1363,0.15
6569,2023,3,2,17,7.17,8.87,-0.75,Spring,1262,0.15
6570,2023,3,2,18,6.75,0.0,-1.36,Spring,1360,0.2
6571,2023,3,2,19,5.84,0.0,-1.73,Spring,1365,0.2
6572,2023,3,2,20,4.83,0.0,-1.82,Spring,1270,0.2
6573,2023,3,2,21,3.85,0.0,-1.6,Spring,1168,0.15
6574,2023,3,2,22,3.0,0.0,-1.17,Spring,1134,0.15
6575,2023,3,2,23,2.61,0.0,-0.93,Spring,1048,0.05
6576,2023,3,3,0,2.74,0.0,-1.02,Spring,851,0.05
6577,2023,3,3,1,3.2,0.0,-1.22,Spring,901,0.05
6578,2023,3,3,2,3.67,0.0,-1.37,Spring,895,0.05
6579,2023,3,3,3,4.11,0.0,-1.44,Spring,868,0.05
6580,2023,3,3,4,4.68,0.0,-1.49,Spring,884,0.05
6581,2023,3,3,5,5.5,0.0,-1.53,Spring,884,0.05
6582,2023,3,3,6,6.13,37.84,-0.23,Spring,952,0.05
6583,2023,3,3,7,6.06,210.34,1.97,Spring,1065,0.15
6584,2023,3,3,8,6.87,404.28,4.2,Spring,1256,0.15
6585,2023,3,3,9,6.94,530.77,5.65,Spring,1348,0.15
6586,2023,3,3,10,7.05,576.79,6.63,Spring,1367,0.2
6587,2023,3,3,11,7.26,582.0,7.44,Spring,1488,0.2
6588,2023,3,3,12,7.48,485.56,7.94,Spring,1360,0.2
6589,2023,3,3,13,7.51,475.8,8.08,Spring,1367,0.2
6590,2023,3,3,14,7.33,360.78,7.74,Spring,1363,0.2
6591,2023,3,3,15,6.61,212.7,6.89,Spring,1358,0.15
6592,2023,3,3,16,5.44,76.98,4.29,Spring,1363,0.15
6593,2023,3,3,17,4.73,6.59,1.83,Spring,1262,0.15
6594,2023,3,3,18,4.24,0.0,1.57,Spring,1360,0.2
6595,2023,3,3,19,4.13,0.0,1.35,Spring,1365,0.2
6596,2023,3,3,20,4.23,0.0,1.03,Spring,1270,0.2
6597,2023,3,3,21,4.39,0.0,0.69,Spring,1168,0.15
6598,2023,3,3,22,4.66,0.0,0.39,Spring,1134,0.15
6599,2023,3,3,23,4.74,0.0,0.32,Spring,1048,0.05
6600,2023,3,4,0,4.4,0.0,0.53,Spring,851,0.05
6601,2023,3,4,1,3.99,0.0,0.78,Spring,901,0.05
6602,2023,3,4,2,3.6,0.0,0.9,Spring,895,0.05
6603,2023,3,4,3,3.2,0.0,1.03,Spring,868,0.05
6604,2023,3,4,4,3.2,0.0,0.88,Spring,884,0.05
6605,2023,3,4,5,3.44,0.0,0.68,Spring,884,0.05
6606,2023,3,4,6,3.48,28.64,0.83,Spring,952,0.05
6607,2023,3,4,7,3.12,136.14,1.56,Spring,1065,0.15
6608,2023,3,4,8,2.44,293.66,3.02,Spring,1256,0.15
6609,2023,3,4,9,1.76,460.28,5.12,Spring,1348,0.15
6610,2023,3,4,10,0.89,536.77,7.48,Spring,1367,0.2
6611,2023,3,4,11,0.44,610.68,9.16,Spring,1488,0.2
6612,2023,3,4,12,0.96,548.23,9.9,Spring,1360,0.2
6613,2023,3,4,13,1.79,523.48,10.13,Spring,1367,0.2
6614,2023,3,4,14,2.51,393.72,9.95,Spring,1363,0.2
6615,2023,3,4,15,3.24,241.58,9.16,Spring,1358,0.15
6616,2023,3,4,16,4.21,86.74,6.83,Spring,1363,0.15
6617,2023,3,4,17,4.6,7.72,4.18,Spring,1262,0.15
6618,2023,3,4,18,4.42,0.0,3.25,Spring,1360,0.2
6619,2023,3,4,19,3.91,0.0,2.85,Spring,1365,0.2
6620,2023,3,4,20,3.24,0.0,2.77,Spring,1270,0.2
6621,2023,3,4,21,2.72,0.0,2.73,Spring,1168,0.15
6622,2023,3,4,22,2.49,0.0,2.52,Spring,1134,0.15
6623,2023,3,4,23,2.49,0.0,2.18,Spring,1048,0.05
6624,2023,3,5,0,2.47,0.0,1.9,Spring,851,0.05
6625,2023,3,5,1,2.37,0.0,1.7,Spring,901,0.05
6626,2023,3,5,2,2.27,0.0,1.51,Spring,895,0.05
6627,2023,3,5,3,2.32,0.0,1.23,Spring,868,0.05
6628,2023,3,5,4,2.56,0.0,0.84,Spring,884,0.05
6629,2023,3,5,5,2.96,0.0,0.43,Spring,884,0.05
6630,2023,3,5,6,3.36,7.27,1.02,Spring,952,0.05
6631,2023,3,5,7,3.18,172.47,3.41,Spring,1065,0.15
6632,2023,3,5,8,2.47,337.09,5.3,Spring,1256,0.15
6633,2023,3,5,9,2.16,480.37,8.48,Spring,1348,0.15
6634,2023,3,5,10,2.09,526.11,10.51,Spring,1367,0.2
