YEAR,MO,DY,HR,WS10M,T2M,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,WS50M
2022,6,22,21,0.21,22.59,0,0,0.26
2022,6,22,22,0.94,22.03,0,0,1.35
2022,6,22,23,1.57,21.14,0,0,2.34
2022,6,23,0,1.88,20.63,0,0,2.91
2022,6,23,1,2.06,20.43,0,0,3.35
2022,6,23,2,2.33,20.13,0,0,3.96
2022,6,23,3,2.7,19.89,0,0,4.8
2022,6,23,4,3.19,20.37,14.58,12.39,5.63
2022,6,23,5,3.9,21.42,119.27,30.26,5.63
2022,6,23,6,4.19,22.16,272.98,76.59,5.23
2022,6,23,7,4.44,22.98,448,148.14,5.6
2022,6,23,8,4.72,23.61,612.6,153.91,6.17
2022,6,23,9,4.66,24.12,735.77,166.21,6.06
2022,6,23,10,4.74,24.33,822.92,78.01,6.24
2022,6,23,11,5.86,24.33,836.55,59.81,7.71
2022,6,23,12,7.58,24.48,798.25,53.06,9.99
2022,6,23,13,8.64,24.53,718.98,58.77,11.41
2022,6,23,14,9.52,24.21,577.62,106.95,12.4
2022,6,23,15,9.77,23.53,421.05,71.04,12.48
2022,6,23,16,8.87,23.08,261.48,55.51,11.5
2022,6,23,17,8.12,22.89,117.25,32.22,10.77
2022,6,23,18,7.97,22.66,21.4,14.12,10.73
2022,6,23,19,8.4,22.57,0,0,11.18
2022,6,23,20,8.81,22.4,0,0,11.47
2022,6,23,21,9.23,22.09,0,0,12
2022,6,23,22,8.71,21.63,0,0,11.22
2022,6,23,23,7.54,21.23,0,0,9.85
2022,6,24,0,7.09,21.06,0,0,9.46
2022,6,24,1,6.27,20.8,0,0,8.43
2022,6,24,2,5.55,20.51,0,0,7.61
2022,6,24,3,5.22,20.26,0,0,7.24
2022,6,24,4,4.96,20.05,13.88,17.62,6.86
2022,6,24,5,5.05,20.32,127.4,80.47,6.22
2022,6,24,6,4.86,21.19,318.73,215.07,5.99
2022,6,24,7,4.57,22.58,516.45,363.07,5.55
2022,6,24,8,4.33,23.54,694,438.96,5.08
2022,6,24,9,5.12,24.22,831.58,354.22,6.05
2022,6,24,10,6.15,24.76,918.95,344.27,7.4
2022,6,24,11,6.77,25.1,938.48,304.86,8.26
2022,6,24,12,7.16,25.28,918.42,412.73,8.86
2022,6,24,13,7.54,25.25,841.4,402.15,9.42
2022,6,24,14,7.73,25.04,713.3,530.41,9.76
2022,6,24,15,7.91,24.44,547.62,492.32,10.03
2022,6,24,16,7.92,23.51,356.83,298.02,10.07
2022,6,24,17,7.41,22.51,167.02,123.54,9.47
2022,6,24,18,6.52,21.29,27.88,23.48,8.68
2022,6,24,19,6.25,20.58,0,0,8.63
2022,6,24,20,5.85,20.4,0,0,8.27
2022,6,24,21,5.24,20.18,0,0,7.89
2022,6,24,22,4.65,19.87,0,0,7.65
2022,6,24,23,4.28,19.44,0,0,7.56
2022,6,25,0,4.47,19.24,0,0,7.83
2022,6,25,1,4.87,19.21,0,0,8.21
2022,6,25,2,5.03,19.22,0,0,8.35
2022,6,25,3,5.03,19.2,0,0,8.36
2022,6,25,4,5.21,19.53,13.08,14.08,8.36
2022,6,25,5,5.82,20.98,115.48,48.5,7.5
2022,6,25,6,6.05,22.23,282.95,119.59,7.76
2022,6,25,7,6.49,23.55,467.17,195.02,8.26
2022,6,25,8,6.63,24.89,654.2,285.52,8.48
2022,6,25,9,6.69,26.03,802.95,342.29,8.55
2022,6,25,10,6.53,26.92,893.77,483.59,8.29
2022,6,25,11,6.39,27.51,875.5,500.34,8.04
2022,6,25,12,6.31,27.86,860.55,619.62,7.91
2022,6,25,13,6.36,27.92,788,524.39,8
2022,6,25,14,6.47,27.77,664.48,398.66,8.23
2022,6,25,15,6.46,27.36,504.55,368.45,8.35
2022,6,25,16,6.2,26.63,322.83,231.25,8.2
2022,6,25,17,5.59,25.56,149.4,104.27,7.77
2022,6,25,18,4.74,24.09,25.3,24.62,7.56
2022,6,25,19,4.28,23.09,0,0,7.21
2022,6,25,20,4.4,22.69,0,0,7.21
2022,6,25,21,4.61,22.54,0,0,7.32
2022,6,25,22,4.36,22.41,0,0,7.19
2022,6,25,23,6.49,22.66,0,0,9.28
2022,6,26,0,4.45,22.51,0,0,7.38
2022,6,26,1,3.66,22.31,0,0,6.67
2022,6,26,2,3.48,22.1,0,0,6.41
2022,6,26,3,3.7,22.11,0,0,6.65
2022,6,26,4,4.74,22.24,12.88,7.58,7.43
2022,6,26,5,4.71,22.4,111.73,17.48,7.01
2022,6,26,6,4.64,22.83,273.02,33.79,6.21
2022,6,26,7,6.16,23.8,452.17,58.65,8.06
2022,6,26,8,7.53,25.15,622.88,193.25,9.73
2022,6,26,9,7.78,26.4,762.58,285.05,9.99
2022,6,26,10,7.8,27.52,853.25,283.49,9.99
2022,6,26,11,7.71,28.16,892.17,406.77,9.89
2022,6,26,12,7.55,28.49,878.33,403.52,9.76
2022,6,26,13,7.49,28.71,815.73,326.41,9.7
2022,6,26,14,7.31,28.64,688.6,246.32,9.55
2022,6,26,15,7.09,28.31,513.83,178.29,9.39
2022,6,26,16,6.93,27.56,326.7,119.09,9.39
2022,6,26,17,6.24,26.26,150.4,56.8,9.01
2022,6,26,18,5.71,25.05,26.2,17.3,9
2022,6,26,19,6.2,24.51,0,0,9.82
2022,6,26,20,5.34,24.06,0,0,8.32
2022,6,26,21,4.72,23.77,0,0,7.62
2022,6,26,22,4.49,23.65,0,0,7.36
2022,6,26,23,4.88,23.49,0,0,7.87
2022,6,27,0,5.41,23.28,0,0,8.39
2022,6,27,1,5.69,23.14,0,0,8.73
2022,6,27,2,5.53,22.95,0,0,8.59
2022,6,27,3,5.53,22.85,0,0,8.51
2022,6,27,4,5.48,22.94,10.9,11.02,8.29
2022,6,27,5,5.27,23.25,95.67,23.74,7.76
2022,6,27,6,5.83,23.78,243.45,108.85,8.15
2022,6,27,7,6.4,24.37,417.35,139.04,8.55
2022,6,27,8,6.7,25.1,579.9,179.8,8.88
2022,6,27,9,7.73,25.94,733.77,200.12,10.74
2022,6,27,10,8.48,26.58,825.67,208.59,11.75
2022,6,27,11,9.2,26.37,876.33,185.12,12.44
2022,6,27,12,10.01,25.81,856.27,128.37,13.08
2022,6,27,13,9.54,25.94,779.48,87.53,12.61
2022,6,27,14,9.34,26.85,649.05,69.4,12.48
2022,6,27,15,9.17,26.68,492.4,79.7,12.44
2022,6,27,16,9.1,26.43,316.9,51.95,12.51
2022,6,27,17,9.62,26.12,148.33,24.02,13.39
2022,6,27,18,9.69,25.43,26.42,14.25,13.64
2022,6,27,19,10,24.94,0,0,13.91
2022,6,27,20,10.55,24.73,0,0,14.46
2022,6,27,21,11.05,24.55,0,0,14.95
2022,6,27,22,11.1,24.25,0,0,14.91
2022,6,27,23,10.99,24.03,0,0,14.85
2022,6,28,0,10.97,23.9,0,0,14.86
2022,6,28,1,10.97,23.88,0,0,14.86
2022,6,28,2,11.1,23.92,0,0,14.92
2022,6,28,3,11.07,23.98,0,0,14.72
2022,6,28,4,10.92,24.01,12.83,10.49,14.48
2022,6,28,5,10.72,24.08,122.8,40.59,14.12
2022,6,28,6,10.71,24.43,295,69.09,13.91
2022,6,28,7,10.69,25.14,477.12,142.78,13.77
2022,6,28,8,10.72,25.91,645.1,143.2,13.82
2022,6,28,9,10.96,26.34,781.55,194.77,14.19
2022,6,28,10,11.24,26.93,871.58,196.9,14.57
2022,6,28,11,11.46,27.23,909.7,210.36,14.8
2022,6,28,12,10.93,26.91,884.4,126.97,14.17
2022,6,28,13,10.12,26.45,806.08,205.91,13.2
2022,6,28,14,9.21,25.86,678.2,147.27,12.1
2022,6,28,15,8.59,25.36,512.3,78.81,11.4
2022,6,28,16,7.98,24.89,325.38,88.98,10.62
2022,6,28,17,7.26,24.38,147.85,53.12,9.81
2022,6,28,18,7.05,24.03,25.12,14.85,9.81
2022,6,28,19,7.25,23.99,0,0,10.27
2022,6,28,20,7.97,24.13,0,0,11.46
2022,6,28,21,8.39,24.12,0,0,11.74
2022,6,28,22,9.66,24.06,0,0,13.19
2022,6,28,23,10.73,24.05,0,0,14.46
2022,6,29,0,11.94,23.98,0,0,15.72
2022,6,29,1,12.41,23.79,0,0,16.13
2022,6,29,2,11.84,23.34,0,0,15.27
2022,6,29,3,10.86,23.15,0,0,14.14
2022,6,29,4,9.65,23.08,9.95,13.54,12.67
2022,6,29,5,9.23,23.23,87.75,19.9,11.9
2022,6,29,6,8.82,23.8,232.08,37.88,11.14
2022,6,29,7,8.79,24.9,412.2,60.63,11.45
2022,6,29,8,8.54,25.73,582.9,137.1,10.94
2022,6,29,9,8.19,26.41,723.75,140.59,10.49
2022,6,29,10,8.33,26.88,817.8,158.85,10.65
2022,6,29,11,8.17,26.64,865.12,259.52,10.51
2022,6,29,12,7.53,26.21,852.77,296.95,9.74
2022,6,29,13,7.02,26.19,782.2,253.08,9.12
2022,6,29,14,6.69,26.34,661.85,139.88,8.72
2022,6,29,15,6.32,26.35,503.5,144.46,8.21
2022,6,29,16,5.85,26.23,321.48,67.31,7.59
2022,6,29,17,4.81,25.62,146.17,27.74,6.42
2022,6,29,18,3.82,24.78,25.23,17.65,5.91
2022,6,29,19,4.61,24.37,0,0,7.01
2022,6,29,20,5.15,24.14,0,0,7.67
2022,6,29,21,5.27,23.82,0,0,7.7
2022,6,29,22,5.3,23.62,0,0,7.77
2022,6,29,23,5.26,23.43,0,0,7.73
2022,6,30,0,5.17,23.24,0,0,7.61
2022,6,30,1,4.98,23.08,0,0,7.38
2022,6,30,2,4.71,22.95,0,0,7.07
2022,6,30,3,4.36,22.86,0,0,6.7
2022,6,30,4,4.16,22.85,10.9,8.2,6.44
2022,6,30,5,4.45,23.21,99.5,17.27,6.24
2022,6,30,6,4.43,23.66,252.75,28.15,5.81
2022,6,30,7,4.36,24.19,428.17,43.46,5.63
2022,6,30,8,4.49,24.82,597.55,109.59,5.74
2022,6,30,9,4.69,25.42,741.02,182.35,5.94
2022,6,30,10,4.99,25.9,839.83,208.02,6.34
2022,6,30,11,5.54,26.36,891.8,163.76,7.1
2022,6,30,12,6.27,26.68,879.35,176.16,8.12
2022,6,30,13,6.93,26.51,811.62,170.7,9.02
2022,6,30,14,7.4,26.06,691.85,163.74,9.68
2022,6,30,15,7.48,25.54,532.73,142.1,9.81
2022,6,30,16,6.92,24.93,351.38,85.42,9.13
2022,6,30,17,6.07,24.14,170.95,45.37,8.26
2022,6,30,18,5.39,23.43,30.38,24.07,7.87
2022,6,30,19,5.51,22.95,0,0,8.21
2022,6,30,20,5.64,22.76,0,0,8.33
2022,6,30,21,5.58,22.71,0,0,8.32
2022,6,30,22,5.52,22.74,0,0,8.42
2022,6,30,23,5.23,22.79,0,0,8.27
2022,7,1,0,4.71,22.89,0,0,7.73
2022,7,1,1,4.75,23.09,0,0,8.02
2022,7,1,2,5.15,23.01,0,0,8.06
2022,7,1,3,5.1,22.83,0,0,8.03
2022,7,1,4,4.8,22.63,14.45,9.36,7.38
2022,7,1,5,4.76,22.97,144.9,36.59,6.51
2022,7,1,6,4.58,23.67,331,106.21,5.74
2022,7,1,7,4.46,24.91,520.1,373.58,5.62
2022,7,1,8,4.92,26.3,689.62,550.98,6.2
2022,7,1,9,5.23,27.31,824,650.89,6.53
2022,7,1,10,5.41,28.03,912.17,791.06,6.72
2022,7,1,11,5.54,28.47,928.02,706.34,6.89
2022,7,1,12,5.66,28.73,909.58,678.3,7.04
2022,7,1,13,5.69,28.65,836.25,778.38,7.1
2022,7,1,14,5.48,28.39,714,671.98,6.84
2022,7,1,15,4.91,28.01,555.62,522.54,6.16
2022,7,1,16,3.98,27.62,372.77,353.43,5.1
2022,7,1,17,2.97,26.96,186.33,175.22,4.09
2022,7,1,18,1.93,25.65,33.62,35.67,3.04
2022,7,1,19,1.22,24.91,0,0,1.82
2022,7,1,20,0.43,24.94,0,0,0.59
2022,7,1,21,0.73,24.5,0,0,1.02
2022,7,1,22,1.39,23.78,0,0,2.07
2022,7,1,23,1.81,23.19,0,0,2.84
2022,7,2,0,2.04,22.83,0,0,3.29
2022,7,2,1,2.1,22.6,0,0,3.42
2022,7,2,2,2.13,22.38,0,0,3.47
2022,7,2,3,2.18,22.15,0,0,3.61
2022,7,2,4,2.2,22.16,13.27,16.02,3.82
2022,7,2,5,2.38,23.35,134.55,104.16,3.73
2022,7,2,6,2.64,24.11,319.2,238.98,3.24
2022,7,2,7,2.32,25.39,512.9,343.36,2.78
2022,7,2,8,2.13,26.9,690.75,523.46,2.58
2022,7,2,9,1.64,27.83,829.42,651.59,1.99
2022,7,2,10,1.25,28.65,920.58,685.43,1.54
2022,7,2,11,1.29,29.55,922.48,753.33,1.6
2022,7,2,12,1.57,30.3,906.15,776.18,1.89
2022,7,2,13,1.85,30.6,834.77,777.2,2.17
2022,7,2,14,1.97,30.61,713.5,674.75,2.28
2022,7,2,15,1.9,30.42,552.1,520.12,2.18
2022,7,2,16,1.63,30.32,366.52,347.25,1.96
2022,7,2,17,1.65,29.73,179.27,172.87,2.05
2022,7,2,18,1.56,27.75,31.3,34.58,2.25
2022,7,2,19,1.75,25.99,0,0,2.77
2022,7,2,20,2.02,24.9,0,0,3.35
2022,7,2,21,2.2,24.12,0,0,3.82
2022,7,2,22,2.21,23.63,0,0,3.86
2022,7,2,23,2.07,23.33,0,0,3.53
2022,7,3,0,1.73,23.26,0,0,2.86
2022,7,3,1,1.4,23.28,0,0,2.23
2022,7,3,2,1.19,23.15,0,0,1.84
2022,7,3,3,1.08,23.08,0,0,1.64
2022,7,3,4,1.11,22.97,0.01,3.63,1.71
2022,7,3,5,1.25,24.11,128.83,110.75,1.71
2022,7,3,6,1.22,25.61,308.2,232.84,1.44
2022,7,3,7,0.95,27.44,495.77,369.27,1.07
2022,7,3,8,0.79,28.87,665.98,616.27,0.96
2022,7,3,9,1.11,29.9,802.65,785.9,1.31
2022,7,3,10,1.4,30.51,891.65,836.32,1.6
2022,7,3,11,1.64,30.95,872.8,779.34,1.82
2022,7,3,12,1.85,31.19,852.23,797.05,2.02
2022,7,3,13,2.02,31.23,776.17,737.12,2.18
2022,7,3,14,2.11,31.03,651.45,622.66,2.27
2022,7,3,15,2.12,30.65,491.33,447.81,2.37
2022,7,3,16,2.05,30.47,313.77,291.57,2.45
2022,7,3,17,2.07,29.4,144.48,138.05,2.61
2022,7,3,18,2.06,27.64,24.55,25.73,3.19
2022,7,3,19,2.15,26.44,0,0,3.62
2022,7,3,20,2.08,25.98,0,0,3.49
2022,7,3,21,1.86,25.68,0,0,3
2022,7,3,22,1.63,25.41,0,0,2.55
2022,7,3,23,1.57,25.06,0,0,2.44
2022,7,4,0,1.56,24.72,0,0,2.4
2022,7,4,1,1.41,24.65,0,0,2.1
2022,7,4,2,1.04,24.89,0,0,1.46
2022,7,4,3,0.65,25.09,0,0,0.88
2022,7,4,4,0.56,25.16,10.35,13.58,0.74
2022,7,4,5,0.97,25.62,109.83,98.12,1.15
2022,7,4,6,1.03,26.78,274.35,226.87,1.16
2022,7,4,7,1.15,28.04,453.5,390.91,1.27
2022,7,4,8,1.23,28.55,619.45,541.42,1.37
2022,7,4,9,1.28,28.78,757.27,674.36,1.38
2022,7,4,10,1.31,28.84,847.05,638.46,1.37
2022,7,4,11,1.37,28.87,869.27,591.07,1.43
2022,7,4,12,1.53,29.11,847.15,639.16,1.61
2022,7,4,13,1.81,29.55,769.85,597.83,1.88
2022,7,4,14,1.94,29.7,643.62,481.27,2.07
2022,7,4,15,1.86,29.76,481.27,356.47,2.16
2022,7,4,16,1.83,29.51,302.45,184.59,2.26
2022,7,4,17,1.67,28.78,136.05,114.49,2.23
2022,7,4,18,1.46,27.8,23.12,20.41,2.26
2022,7,4,19,1.52,27.12,0,0,2.34
2022,7,4,20,1.55,26.67,0,0,2.4
2022,7,4,21,1.61,26.27,0,0,2.5
2022,7,4,22,1.64,25.86,0,0,2.59
2022,7,4,23,1.68,25.5,0,0,2.67
2022,7,5,0,1.71,25.23,0,0,2.75
2022,7,5,1,1.73,25.01,0,0,2.76
2022,7,5,2,1.76,24.83,0,0,2.83
2022,7,5,3,1.83,24.69,0,0,2.97
2022,7,5,4,1.81,24.64,8.67,8.85,3.06
2022,7,5,5,2.01,25.42,88.48,70.3,2.93
2022,7,5,6,1.73,26.9,233.48,163.79,2.07
2022,7,5,7,1.48,29.02,407.2,303.73,1.79
2022,7,5,8,1.53,29.88,578.67,535.55,1.85
2022,7,5,9,1.42,30.51,717.9,663.41,1.7
2022,7,5,10,1.24,30.96,810.67,711.04,1.49
2022,7,5,11,1.05,31.39,844.83,757.3,1.29
2022,7,5,12,0.88,31.79,825,750.92,1.07
2022,7,5,13,0.98,31.95,751.25,706.45,1.07
2022,7,5,14,1.41,31.8,629.33,575.84,1.46
2022,7,5,15,1.98,31.26,472.65,407.27,2.2
2022,7,5,16,2.53,30.51,299.5,240.55,3.1
2022,7,5,17,2.91,29.08,136.58,110.64,3.8
2022,7,5,18,2.66,27.29,23.45,25.41,4.3
2022,7,5,19,2.43,26.14,0,0,4.27
2022,7,5,20,1.98,25.62,0,0,3.5
2022,7,5,21,1.45,25.31,0,0,2.41
2022,7,5,22,0.82,25.16,0,0,1.27
2022,7,5,23,0.2,24.97,0,0,0.28
2022,7,6,0,1.38,24.4,0,0,2.25
2022,7,6,1,2.28,24.12,0,0,4.08
2022,7,6,2,2.88,23.95,0,0,5.13
2022,7,6,3,3.2,23.77,0,0,5.54
2022,7,6,4,3.5,23.69,9.9,11.7,5.52
2022,7,6,5,4.01,24.3,109.05,69.03,4.93
2022,7,6,6,4.13,25.32,275.98,158.13,5.18
2022,7,6,7,4.5,26.58,457.95,302.12,5.62
2022,7,6,8,4.71,27.83,628.98,401.74,5.86
2022,7,6,9,4.81,28.8,769.38,552.94,5.96
2022,7,6,10,4.59,29.4,862.4,582.93,5.69
2022,7,6,11,4.09,29.67,908.17,613.13,5.06
2022,7,6,12,3.61,29.76,890.6,708.38,4.58
2022,7,6,13,3.52,29.98,817.08,668.04,4.52
2022,7,6,14,3.46,30.09,694.05,558.42,4.64
2022,7,6,15,3.39,30.15,531.45,449.48,4.77
2022,7,6,16,3.28,29.84,346.7,282.6,4.83
2022,7,6,17,3.09,29.08,164.25,113.99,4.75
2022,7,6,18,2.71,27.73,27.5,24.24,4.96
2022,7,6,19,2.9,26.79,0,0,5.37
2022,7,6,20,3.02,26.39,0,0,5.79
2022,7,6,21,3.46,26.04,0,0,6.8
2022,7,6,22,4.17,25.68,0,0,7.6
2022,7,6,23,4.72,25.24,0,0,7.77
2022,7,7,0,5.24,24.88,0,0,8.02
2022,7,7,1,5.51,24.55,0,0,8.04
2022,7,7,2,6.07,24.3,0,0,8.47
2022,7,7,3,6.43,24.12,0,0,8.76
2022,7,7,4,6.55,24.02,8.67,8.88,8.8
2022,7,7,5,6.65,24.17,90.95,57.31,8.75
2022,7,7,6,6.88,24.62,236.92,128.09,8.71
2022,7,7,7,7,25.35,404.98,208.5,8.62
2022,7,7,8,7.1,26.26,563.1,237.4,9.02
2022,7,7,9,7.54,27.13,718.95,310,9.92
2022,7,7,10,7.66,27.9,820.48,266.91,10.08
2022,7,7,11,7.78,28.58,892.35,304.7,10.35
2022,7,7,12,7.87,29.2,880.12,266.46,10.49
2022,7,7,13,7.86,29.55,811.7,375.09,10.53
2022,7,7,14,7.69,29.48,691.35,254.84,10.39
2022,7,7,15,7.57,29.24,531.05,138.09,10.24
2022,7,7,16,7.19,28.77,347,56.4,9.78
2022,7,7,17,6.1,27.92,163.4,22.37,8.48
2022,7,7,18,5.1,26.8,26.9,21.27,7.78
2022,7,7,19,4.51,26.05,0,0,7.22
2022,7,7,20,4.35,25.74,0,0,7
2022,7,7,21,4.33,25.49,0,0,6.98
2022,7,7,22,4.35,25.24,0,0,6.9
2022,7,7,23,4.36,24.99,0,0,6.96
2022,7,8,0,4.51,24.75,0,0,7.13
2022,7,8,1,4.63,24.44,0,0,7.26
2022,7,8,2,4.89,24.15,0,0,7.51
2022,7,8,3,5.44,23.96,0,0,8.01
2022,7,8,4,5.67,23.87,8.88,8.98,7.96
2022,7,8,5,5.76,24.19,95.62,50.03,7.37
2022,7,8,6,5.59,24.63,259.27,108.73,6.99
2022,7,8,7,5.58,25.18,455.05,192.26,6.84
2022,7,8,8,5.53,25.76,638.77,229.7,6.75
2022,7,8,9,5.7,26.15,789.05,241.78,6.87
2022,7,8,10,5.86,26.38,884.7,407.03,6.94
2022,7,8,11,5.85,26.51,906.2,355.18,6.9
2022,7,8,12,5.61,26.65,889.92,450.66,6.63
2022,7,8,13,5.25,26.75,817.08,498.53,6.25
2022,7,8,14,4.86,26.85,694.1,443.18,5.81
2022,7,8,15,4.47,26.69,532.55,351.77,5.38
2022,7,8,16,4.07,26.35,348.4,213.64,4.97
2022,7,8,17,3.65,25.75,165.77,97.24,4.65
2022,7,8,18,2.91,24.77,28.02,26.84,4.5
2022,7,8,19,2.75,23.94,0,0,4.58
2022,7,8,20,2.83,23.52,0,0,4.58
2022,7,8,21,2.86,23.28,0,0,4.59
2022,7,8,22,2.67,23.17,0,0,4.45
2022,7,8,23,2.49,23.08,0,0,4.28
2022,7,9,0,2.46,23.02,0,0,4.25
2022,7,9,1,2.52,22.97,0,0,4.36
2022,7,9,2,2.57,22.92,0,0,4.48
2022,7,9,3,2.67,22.84,0,0,4.63
2022,7,9,4,2.89,22.94,9.9,11.98,4.84
2022,7,9,5,3.63,23.7,111.45,66.84,4.42
2022,7,9,6,3.52,24.53,282.45,177.55,4.12
2022,7,9,7,3.41,25.57,466.58,324.98,4.06
2022,7,9,8,3.45,26.54,635.05,520.16,4.13
2022,7,9,9,3.69,27.33,770.55,691.64,4.36
2022,7,9,10,4.02,27.97,859,757.78,4.74
2022,7,9,11,4.37,28.45,848.73,655.88,5.15
2022,7,9,12,4.45,28.83,821.62,756.85,5.26
2022,7,9,13,4.2,29.07,739.52,632.55,4.95
2022,7,9,14,3.89,29.15,609.67,559.97,4.6
2022,7,9,15,3.42,29.04,447.48,399.2,4.09
2022,7,9,16,2.67,28.81,275.27,239.75,3.42
2022,7,9,17,2.34,28.17,119.6,106.27,3.1
2022,7,9,18,2.13,26.48,21.15,26.04,3.52
2022,7,9,19,2.18,25.28,0,0,3.88
2022,7,9,20,2.38,24.58,0,0,4.01
2022,7,9,21,2.45,24.01,0,0,4.02
2022,7,9,22,2.19,23.53,0,0,3.65
2022,7,9,23,1.98,23.17,0,0,3.27
2022,7,10,0,1.68,22.86,0,0,2.63
2022,7,10,1,1.24,22.74,0,0,1.78
2022,7,10,2,0.77,22.79,0,0,1.05
2022,7,10,3,0.88,22.76,0,0,1.2
2022,7,10,4,1.42,22.7,7.67,10.55,2.08
2022,7,10,5,2.03,23.57,84.02,56.77,2.48
2022,7,10,6,1.74,24.35,230.05,164.25,1.87
2022,7,10,7,0.86,26.02,405.73,299.3,0.93
2022,7,10,8,0.42,27.69,575.08,517,0.48
2022,7,10,9,0.34,29.11,713.7,688.48,0.33
2022,7,10,10,1.02,30.08,804.48,759.73,1.18
2022,7,10,11,1.18,30.65,835.95,809.42,1.42
2022,7,10,12,1.01,31.14,812.45,792.41,1.26
2022,7,10,13,1.03,31.46,731.17,684.97,1.32
2022,7,10,14,1.27,31.46,603.05,427.1,1.61
2022,7,10,15,1.03,31.53,444.15,373.19,1.38
2022,7,10,16,0.86,31.84,277.35,208.81,1.22
2022,7,10,17,1.18,30.97,122.45,96.21,1.59
2022,7,10,18,1.45,29.12,20.55,19.9,2.22
2022,7,10,19,2.07,27.26,0,0,3.5
2022,7,10,20,3.37,25.6,0,0,4.78
2022,7,10,21,4.22,24.51,0,0,5.47
2022,7,10,22,4.18,24.05,0,0,5.43
2022,7,10,23,3.56,23.8,0,0,5.15
2022,7,11,0,2.92,23.57,0,0,4.59
2022,7,11,1,1.9,23.42,0,0,3.23
2022,7,11,2,1.12,23.41,0,0,1.82
2022,7,11,3,0.25,23.64,0,0,0.42
2022,7,11,4,0.57,23.59,7.38,8.32,0.73
2022,7,11,5,1.32,23.9,82.8,58.44,1.56
2022,7,11,6,0.9,24.98,236.05,153.15,0.81
2022,7,11,7,0.62,25.98,415.55,298.6,0.83
2022,7,11,8,1.29,26.45,590.27,419.79,1.53
2022,7,11,9,1.71,26.9,735.3,542.7,1.94
2022,7,11,10,1.67,27.48,833.27,637.42,1.83
2022,7,11,11,1.53,28.05,824.88,672.36,1.63
2022,7,11,12,1.65,28.44,811.55,660.53,1.75
2022,7,11,13,1.82,28.83,741.5,692.32,1.95
2022,7,11,14,1.9,28.95,619.25,563.51,2.05
2022,7,11,15,1.85,28.8,459.8,420.12,2.02
2022,7,11,16,1.64,28.5,284.6,256.13,1.89
2022,7,11,17,1.57,28.08,124.92,110.29,1.99
2022,7,11,18,1.59,26.76,21.12,18.94,2.41
2022,7,11,19,1.88,25.59,0,0,3.2
2022,7,11,20,2.17,24.98,0,0,4
2022,7,11,21,2.7,24.44,0,0,4.86
2022,7,11,22,3.27,23.83,0,0,5.42
2022,7,11,23,3.72,23.28,0,0,5.85
2022,7,12,0,4.11,22.76,0,0,6.12
2022,7,12,1,4.42,22.33,0,0,6.31
2022,7,12,2,4.62,22.05,0,0,6.59
2022,7,12,3,4.66,21.96,0,0,6.81
2022,7,12,4,4.65,22,7.05,9.77,6.82
2022,7,12,5,5.06,22.48,79.6,59.94,6.4
2022,7,12,6,4.84,23.2,215.02,131.75,5.67
2022,7,12,7,5.02,24.56,376.55,187.49,5.8
2022,7,12,8,4.74,25.39,523.48,195.77,5.56
2022,7,12,9,4.45,26.5,660.95,336.16,5.36
2022,7,12,10,3.68,27.36,754.05,440.39,4.55
2022,7,12,11,2.45,28.41,920.25,459.58,2.94
2022,7,12,12,2.33,29.12,892.23,514,2.77
2022,7,12,13,2.74,29.3,811.45,334.09,3.29
2022,7,12,14,2.69,29.38,678.1,280.04,3.26
2022,7,12,15,1.3,29.54,502.7,221.06,1.6
2022,7,12,16,0.56,29.24,308.08,123.63,0.71
2022,7,12,17,0.63,28.51,132,54.86,0.83
2022,7,12,18,1.5,27.02,20.95,14.48,2.41
2022,7,12,19,1.9,26.12,0,0,3.37
2022,7,12,20,2.15,25.58,0,0,4.01
2022,7,12,21,2.48,25.11,0,0,4.76
2022,7,12,22,3.08,24.75,0,0,5.67
2022,7,12,23,4.01,24.41,0,0,6.51
2022,7,13,0,4.96,24.01,0,0,7.07
2022,7,13,1,5.02,23.55,0,0,6.85
2022,7,13,2,4.72,23.31,0,0,6.48
2022,7,13,3,4.75,23.24,0,0,6.57
2022,7,13,4,5.1,23.15,5.98,5.3,6.92
2022,7,13,5,5.38,23.05,66.58,11.34,6.73
2022,7,13,6,5.6,23.13,163.52,24.73,6.61
2022,7,13,7,6.59,23.61,286.3,29.76,7.76
2022,7,13,8,6.97,24.08,417.35,35.09,8.29
2022,7,13,9,6.71,24.56,547.1,60.26,8.23
2022,7,13,10,6.4,25.23,639,72.87,7.99
2022,7,13,11,6.54,25.74,672.65,43.66,8.24
2022,7,13,12,6.5,25.87,650.55,32.02,8.26
2022,7,13,13,6.36,25.91,589.2,78.82,8.24
2022,7,13,14,7.35,26.1,472.7,58.66,9.77
2022,7,13,15,8.17,26.16,338.12,51.78,10.64
2022,7,13,16,8.13,25.91,203.62,38.92,10.82
2022,7,13,17,7.85,25.58,94.12,22.68,10.79
2022,7,13,18,7.52,25.26,16.98,20.14,10.25
2022,7,13,19,7.37,25.08,0,0,10.07
2022,7,13,20,7.23,24.98,0,0,9.81
2022,7,13,21,6.55,24.78,0,0,8.93
2022,7,13,22,5.73,24.41,0,0,7.99
2022,7,13,23,5.06,23.87,0,0,7.27
2022,7,14,0,4.32,23.37,0,0,6.55
